Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5
95102;BREANCON;95640;BREANCON;
95110;BRIGNANCOURT;95640;BRIGNANCOURT;
95298;HARAVILLIERS;95640;HARAVILLIERS;
95303;LE HEAULME;95640;LE HEAULME;
95370;MARINES;95640;MARINES;
95438;MOUSSY;95640;MOUSSY;
95447;NEUILLY EN VEXIN;95640;NEUILLY EN VEXIN;
95584;SANTEUIL;95640;SANTEUIL;
95392;MERIEL;95630;MERIEL;
95480;PARMAIN;95620;PARMAIN;
95218;ERAGNY;95610;ERAGNY SUR OISE;
95203;EAUBONNE;95600;EAUBONNE;
95445;NERVILLE LA FORET;95590;NERVILLE LA FORET;
95452;NOINTEL;95590;NOINTEL;
95504;PRESLES;95590;PRESLES;
95014;ANDILLY;95580;ANDILLY;
95369;MARGENCY;95580;MARGENCY;
95028;ATTAINVILLE;95570;ATTAINVILLE;
95091;BOUFFEMONT;95570;BOUFFEMONT;
95409;MOISSELLES;95570;MOISSELLES;
95660;VILLAINES SOUS BOIS;95570;VILLAINES SOUS BOIS;
95042;BAILLET EN FRANCE;95560;BAILLET EN FRANCE;
95151;CHAUVRY;95560;CHAUVRY;
95353;MAFFLIERS;95560;MAFFLIERS;
95430;MONTSOULT;95560;MONTSOULT;
95060;BESSANCOURT;95550;BESSANCOURT;
95394;MERY SUR OISE;95540;MERY SUR OISE;
95257;LA FRETTE SUR SEINE;95530;LA FRETTE SUR SEINE;
95476;OSNY;95520;OSNY;
95008;AINCOURT;95510;AINCOURT;
95012;AMENUCOURT;95510;AMENUCOURT;
95157;CHERENCE;95510;CHERENCE;
95543;ST CYR EN ARTHIES;95510;ST CYR EN ARTHIES;
95651;VETHEUIL;95510;VETHEUIL;
95656;VIENNE EN ARTHIES;95510;VIENNE EN ARTHIES;
95676;VILLERS EN ARTHIES;95510;VILLERS EN ARTHIES;
95088;BONNEUIL EN FRANCE;95500;BONNEUIL EN FRANCE;
95277;GONESSE;95500;GONESSE;
95612;LE THILLAY;95500;LE THILLAY;
95633;VAUDHERLAND;95500;VAUDHERLAND;
95637;VAUREAL;95490;VAUREAL;
95488;PIERRELAYE;95480;PIERRELAYE;
95250;FOSSES;95470;FOSSES;
95580;ST WITZ;95470;ST WITZ;
95604;SURVILLIERS;95470;SURVILLIERS;
95641;VEMARS;95470;VEMARS;
95229;EZANVILLE;95460;EZANVILLE;
95002;ABLEIGES;95450;ABLEIGES;
95040;AVERNES;95450;AVERNES;
95169;COMMENY;95450;COMMENY;
95170;CONDECOURT;95450;CONDECOURT;
95253;FREMAINVILLE;95450;FREMAINVILLE;
95259;GADANCOURT;95450;GADANCOURT;
95282;GOUZANGREZ;95450;GOUZANGREZ;
95295;GUIRY EN VEXIN;95450;GUIRY EN VEXIN;
95348;LONGUESSE;95450;LONGUESSE;
95483;LE PERCHAY;95450;LE PERCHAY;
95535;SAGY;95450;SAGY;
95592;SERAINCOURT;95450;SERAINCOURT;
95610;THEMERICOURT;95450;THEMERICOURT;
95625;US;95450;US;
95658;VIGNY;95450;VIGNY;
95205;ECOUEN;95440;ECOUEN;
95039;AUVERS SUR OISE;95430;AUVERS SUR OISE;
95120;BUTRY SUR OISE;95430;BUTRY SUR OISE;
95011;AMBLEVILLE;95420;AMBLEVILLE;LE VAUMION
95024;ARTHIES;95420;ARTHIES;
95046;BANTHELU;95420;BANTHELU;
95139;LA CHAPELLE EN VEXIN;95420;LA CHAPELLE EN VEXIN;
95141;CHARMONT;95420;CHARMONT;
95166;CLERY EN VEXIN;95420;CLERY EN VEXIN;
95270;GENAINVILLE;95420;GENAINVILLE;
95309;HODENT;95420;HODENT;
95355;MAGNY EN VEXIN;95420;MAGNY EN VEXIN;
95379;MAUDETOUR EN VEXIN;95420;MAUDETOUR EN VEXIN;
95459;NUCOURT;95420;NUCOURT;
95462;OMERVILLE;95420;OMERVILLE;
95554;ST GERVAIS;95420;ST GERVAIS;
95690;WY DIT JOLI VILLAGE;95420;WY DIT JOLI VILLAGE;
95288;GROSLAY;95410;GROSLAY;
95019;ARNOUVILLE;95400;ARNOUVILLE;
95680;VILLIERS LE BEL;95400;VILLIERS LE BEL;
95574;ST PRIX;95390;ST PRIX;
95154;CHENNEVIERES LES LOUVRES;95380;CHENNEVIERES LES LOUVRES;
95212;EPIAIS LES LOUVRES;95380;EPIAIS LES LOUVRES;
95351;LOUVRES;95380;LOUVRES;
95509;PUISEUX EN FRANCE;95380;PUISEUX EN FRANCE;
95675;VILLERON;95380;VILLERON;
95424;MONTIGNY LES CORMEILLES;95370;MONTIGNY LES CORMEILLES;
95427;MONTMAGNY;95360;MONTMAGNY;
95489;PISCOP;95350;PISCOP;
95539;ST BRICE SOUS FORET;95350;ST BRICE SOUS FORET;
95058;BERNES SUR OISE;95340;BERNES SUR OISE;
95487;PERSAN;95340;PERSAN;
95529;RONQUEROLLES;95340;RONQUEROLLES;
95199;DOMONT;95330;DOMONT;
95563;ST LEU LA FORET;95320;ST LEU LA FORET;
95572;ST OUEN L AUMONE;95310;ST OUEN L AUMONE;
95211;ENNERY;95300;ENNERY;
95308;HEROUVILLE;95300;HEROUVILLE;
95341;LIVILLIERS;95300;LIVILLIERS;
95500;PONTOISE;95300;PONTOISE;
95313;L ISLE ADAM;95290;L ISLE ADAM;
95323;JOUY LE MOUTIER;95280;JOUY LE MOUTIER;
95323;JOUY LE MOUTIER;95280;JOUY LE MOUTIER;JOUY LA FONTAINE
95323;JOUY LE MOUTIER;95280;JOUY LE MOUTIER;VINCOURT
95026;ASNIERES SUR OISE;95270;ASNIERES SUR OISE;
95055;BELLEFONTAINE;95270;BELLEFONTAINE;
95056;BELLOY EN FRANCE;95270;BELLOY EN FRANCE;
95149;CHAUMONTEL;95270;CHAUMONTEL;
95214;EPINAY CHAMPLATREUX;95270;EPINAY CHAMPLATREUX;
95331;LASSY;95270;LASSY;
95352;LUZARCHES;95270;LUZARCHES;
95456;NOISY SUR OISE;95270;NOISY SUR OISE;
95493;LE PLESSIS LUZARCHES;95270;LE PLESSIS LUZARCHES;
95566;ST MARTIN DU TERTRE;95270;ST MARTIN DU TERTRE;
95594;SEUGY;95270;SEUGY;
95652;VIARMES;95270;VIARMES;
95052;BEAUMONT SUR OISE;95260;BEAUMONT SUR OISE;
95436;MOURS;95260;MOURS;
95051;BEAUCHAMP;95250;BEAUCHAMP;
95176;CORMEILLES EN PARISIS;95240;CORMEILLES EN PARISIS;
95598;SOISY SOUS MONTMORENCY;95230;SOISY SOUS MONTMORENCY;
95306;HERBLAY;95220;HERBLAY;
95306;HERBLAY;95220;HERBLAY;LA PATTE D OIE
95488;PIERRELAYE;95220;PIERRELAYE;
95555;ST GRATIEN;95210;ST GRATIEN;
95585;SARCELLES;95200;SARCELLES;
95144;CHATENAY EN FRANCE;95190;CHATENAY EN FRANCE;
95241;FONTENAY EN PARISIS;95190;FONTENAY EN PARISIS;
95280;GOUSSAINVILLE;95190;GOUSSAINVILLE;
95388;MENUCOURT;95180;MENUCOURT;
95197;DEUIL LA BARRE;95170;DEUIL LA BARRE;
95428;MONTMORENCY;95160;MONTMORENCY;
95607;TAVERNY;95150;TAVERNY;
95268;GARGES LES GONESSE;95140;GARGES LES GONESSE;
95252;FRANCONVILLE;95130;FRANCONVILLE LA GARENNE;
95491;LE PLESSIS BOUCHARD;95130;LE PLESSIS BOUCHARD;
95219;ERMONT;95120;ERMONT;
95582;SANNOIS;95110;SANNOIS;
95018;ARGENTEUIL;95100;ARGENTEUIL;
95074;BOISEMONT;95000;BOISEMONT;
95127;CERGY;95000;CERGY;
95127;CERGY;95000;CERGY;MENANDON
95450;NEUVILLE SUR OISE;95000;NEUVILLE SUR OISE;
95500;PONTOISE;95000;PONTOISE;
94053;NOISEAU;94880;NOISEAU;
94076;VILLEJUIF;94800;VILLEJUIF;
94046;MAISONS ALFORT;94700;MAISONS ALFORT;
94022;CHOISY LE ROI;94600;CHOISY LE ROI;
94021;CHEVILLY LARUE;94550;CHEVILLY LARUE;
94047;MANDRES LES ROSES;94520;MANDRES LES ROSES;
94056;PERIGNY;94520;PERIGNY SUR YERRES;
94060;LA QUEUE EN BRIE;94510;LA QUEUE EN BRIE;
94017;CHAMPIGNY SUR MARNE;94500;CHAMPIGNY SUR MARNE;
94017;CHAMPIGNY SUR MARNE;94500;CHAMPIGNY SUR MARNE;COEUILLY
94055;ORMESSON SUR MARNE;94490;ORMESSON SUR MARNE;
94001;ABLON SUR SEINE;94480;ABLON SUR SEINE;
94004;BOISSY ST LEGER;94470;BOISSY ST LEGER;
94074;VALENTON;94460;VALENTON;VAL POMPADOUR
94074;VALENTON;94460;VALENTON;
94044;LIMEIL BREVANNES;94450;LIMEIL BREVANNES;
94048;MAROLLES EN BRIE;94440;MAROLLES EN BRIE;
94070;SANTENY;94440;SANTENY;
94075;VILLECRESNES;94440;VILLECRESNES;
94019;CHENNEVIERES SUR MARNE;94430;CHENNEVIERES SUR MARNE;
94059;LE PLESSIS TREVISE;94420;LE PLESSIS TREVISE;
94069;ST MAURICE;94410;ST MAURICE;
94081;VITRY SUR SEINE;94400;VITRY SUR SEINE;
91479;PARAY VIEILLE POSTE;94390;PARAY VIEILLE POSTE;ORLY AEROGARE
94011;BONNEUIL SUR MARNE;94380;BONNEUIL SUR MARNE;
94071;SUCY EN BRIE;94370;SUCY EN BRIE;LES BRUYERES
94071;SUCY EN BRIE;94370;SUCY EN BRIE;
94015;BRY SUR MARNE;94360;BRY SUR MARNE;
94079;VILLIERS SUR MARNE;94350;VILLIERS SUR MARNE;
94042;JOINVILLE LE PONT;94340;JOINVILLE LE PONT;
94073;THIAIS;94320;THIAIS;
94054;ORLY;94310;ORLY;
94080;VINCENNES;94300;VINCENNES;
94077;VILLENEUVE LE ROI;94290;VILLENEUVE LE ROI;
94043;LE KREMLIN BICETRE;94270;LE KREMLIN BICETRE;
94034;FRESNES;94260;FRESNES;
94037;GENTILLY;94250;GENTILLY;
94038;L HAY LES ROSES;94240;L HAY LES ROSES;
94016;CACHAN;94230;CACHAN;
94018;CHARENTON LE PONT;94220;CHARENTON LE PONT;
94068;ST MAUR DES FOSSES;94210;ST MAUR DES FOSSES;LA VARENNE ST HILAIRE
94041;IVRY SUR SEINE;94200;IVRY SUR SEINE;
94078;VILLENEUVE ST GEORGES;94190;VILLENEUVE ST GEORGES;
94058;LE PERREUX SUR MARNE;94170;LE PERREUX SUR MARNE;
94067;ST MANDE;94160;ST MANDE;
94065;RUNGIS;94150;RUNGIS;
94002;ALFORTVILLE;94140;ALFORTVILLE;
94052;NOGENT SUR MARNE;94130;NOGENT SUR MARNE;
94033;FONTENAY SOUS BOIS;94120;FONTENAY SOUS BOIS;
94003;ARCUEIL;94110;ARCUEIL;
94068;ST MAUR DES FOSSES;94100;ST MAUR DES FOSSES;
94028;CRETEIL;94000;CRETEIL;
93031;EPINAY SUR SEINE;93800;EPINAY SUR SEINE;
93029;DRANCY;93700;DRANCY;
93005;AULNAY SOUS BOIS;93600;AULNAY SOUS BOIS;
93055;PANTIN;93500;PANTIN;
93015;COUBRON;93470;COUBRON;
93033;GOURNAY SUR MARNE;93460;GOURNAY SUR MARNE;
93039;L ILE ST DENIS;93450;L ILE ST DENIS;
93030;DUGNY;93440;DUGNY;
93079;VILLETANEUSE;93430;VILLETANEUSE;
93078;VILLEPINTE;93420;VILLEPINTE;
93074;VAUJOURS;93410;VAUJOURS;
93070;ST OUEN;93400;ST OUEN;
93014;CLICHY SOUS BOIS;93390;CLICHY SOUS BOIS;
93059;PIERREFITTE SUR SEINE;93380;PIERREFITTE SUR SEINE;
93047;MONTFERMEIL;93370;MONTFERMEIL;
93049;NEUILLY PLAISANCE;93360;NEUILLY PLAISANCE;
93013;LE BOURGET;93350;LE BOURGET;
93062;LE RAINCY;93340;LE RAINCY;
93050;NEUILLY SUR MARNE;93330;NEUILLY SUR MARNE;
93057;LES PAVILLONS SOUS BOIS;93320;LES PAVILLONS SOUS BOIS;
93061;LE PRE ST GERVAIS;93310;LE PRE ST GERVAIS;
93001;AUBERVILLIERS;93300;AUBERVILLIERS;
93073;TREMBLAY EN FRANCE;93290;TREMBLAY EN FRANCE;
93071;SEVRAN;93270;SEVRAN;
93045;LES LILAS;93260;LES LILAS;
93077;VILLEMOMBLE;93250;VILLEMOMBLE;
93072;STAINS;93240;STAINS;
93063;ROMAINVILLE;93230;ROMAINVILLE;
93032;GAGNY;93220;GAGNY;
93066;ST DENIS;93210;ST DENIS;LA PLAINE ST DENIS
93066;ST DENIS;93200;ST DENIS;
93046;LIVRY GARGAN;93190;LIVRY GARGAN;
93006;BAGNOLET;93170;BAGNOLET;
93051;NOISY LE GRAND;93160;NOISY LE GRAND;
93007;LE BLANC MESNIL;93150;LE BLANC MESNIL;
93010;BONDY;93140;BONDY;
93053;NOISY LE SEC;93130;NOISY LE SEC;
93027;LA COURNEUVE;93120;LA COURNEUVE;
93064;ROSNY SOUS BOIS;93110;ROSNY SOUS BOIS;
93048;MONTREUIL;93100;MONTREUIL;
93008;BOBIGNY;93000;BOBIGNY;
92062;PUTEAUX;92800;PUTEAUX;
92025;COLOMBES;92700;COLOMBES;
92004;ASNIERES SUR SEINE;92600;ASNIERES SUR SEINE;
92063;RUEIL MALMAISON;92500;RUEIL MALMAISON;BUZENVAL
92063;RUEIL MALMAISON;92500;RUEIL MALMAISON;
92047;MARNES LA COQUETTE;92430;MARNES LA COQUETTE;
92076;VAUCRESSON;92420;VAUCRESSON;
92077;VILLE D AVRAY;92410;VILLE D AVRAY;
92026;COURBEVOIE;92400;COURBEVOIE;
92078;VILLENEUVE LA GARENNE;92390;VILLENEUVE LA GARENNE;
92033;GARCHES;92380;GARCHES;
92022;CHAVILLE;92370;CHAVILLE;
92048;MEUDON;92360;MEUDON;MEUDON LA FORET
92060;LE PLESSIS ROBINSON;92350;LE PLESSIS ROBINSON;
92060;LE PLESSIS ROBINSON;92350;LE PLESSIS ROBINSON;ROBINSON
92014;BOURG LA REINE;92340;BOURG LA REINE;
92071;SCEAUX;92330;SCEAUX;
92020;CHATILLON;92320;CHATILLON;
92072;SEVRES;92310;SEVRES;
92044;LEVALLOIS PERRET;92300;LEVALLOIS PERRET;
92019;CHATENAY MALABRY;92290;CHATENAY MALABRY;
92019;CHATENAY MALABRY;92290;CHATENAY MALABRY;LA BUTTE ROUGE
92009;BOIS COLOMBES;92270;BOIS COLOMBES;
92032;FONTENAY AUX ROSES;92260;FONTENAY AUX ROSES;
92035;LA GARENNE COLOMBES;92250;LA GARENNE COLOMBES;
92046;MALAKOFF;92240;MALAKOFF;
92036;GENNEVILLIERS;92230;GENNEVILLIERS;
92007;BAGNEUX;92220;BAGNEUX;
92064;ST CLOUD;92210;ST CLOUD;
92051;NEUILLY SUR SEINE;92200;NEUILLY SUR SEINE;
92048;MEUDON;92190;MEUDON;
92075;VANVES;92170;VANVES;
92002;ANTONY;92160;ANTONY;
92073;SURESNES;92150;SURESNES;
92023;CLAMART;92140;CLAMART;
92023;CLAMART;92140;CLAMART;LE PETIT CLAMART
92040;ISSY LES MOULINEAUX;92130;ISSY LES MOULINEAUX;
92049;MONTROUGE;92120;MONTROUGE;
92024;CLICHY;92110;CLICHY;
92012;BOULOGNE BILLANCOURT;92100;BOULOGNE BILLANCOURT;
92050;NANTERRE;92000;NANTERRE;
91275;GOMETZ LE CHATEL;91940;GOMETZ LE CHATEL;
91560;ST JEAN DE BEAUREGARD;91940;ST JEAN DE BEAUREGARD;
91560;ST JEAN DE BEAUREGARD;91940;ST JEAN DE BEAUREGARD;VILLEZIERS
91692;LES ULIS;91940;LES ULIS;
91414;MONNERVILLE;91930;MONNERVILLE;
91578;ST SULPICE DE FAVIERES;91910;ST SULPICE DE FAVIERES;
91654;VIDELLES;91890;VIDELLES;
91100;BOUVILLE;91880;BOUVILLE;
91081;BOISSY LE SEC;91870;BOISSY LE SEC;
91215;EPINAY SOUS SENART;91860;EPINAY SOUS SENART;
91095;BOURAY SUR JUINE;91850;BOURAY SUR JUINE;
91599;SOISY SUR ECOLE;91840;SOISY SUR ECOLE;
91037;AUVERNAUX;91830;AUVERNAUX;
91179;LE COUDRAY MONTCEAUX;91830;LE COUDRAY MONTCEAUX;
91179;LE COUDRAY MONTCEAUX;91830;LE COUDRAY MONTCEAUX;LE PLESSIS CHENET
91099;BOUTIGNY SUR ESSONNE;91820;BOUTIGNY SUR ESSONNE;
91639;VAYRES SUR ESSONNE;91820;VAYRES SUR ESSONNE;
91648;VERT LE GRAND;91810;VERT LE GRAND;
91097;BOUSSY ST ANTOINE;91800;BOUSSY ST ANTOINE;
91114;BRUNOY;91800;BRUNOY;
91085;BOISSY SOUS ST YON;91790;BOISSY SOUS ST YON;
91130;CHALO ST MARS;91780;CHALO ST MARS;
91393;MEROBERT;91780;MEROBERT;
91556;ST HILAIRE;91780;ST HILAIRE;
91579;ST VRAIN;91770;ST VRAIN;
91315;ITTEVILLE;91760;ITTEVILLE;
91135;CHAMPCUEIL;91750;CHAMPCUEIL;
91159;CHEVANNES;91750;CHEVANNES;
91441;NAINVILLE LES ROCHES;91750;NAINVILLE LES ROCHES;
91131;CHALOU MOULINEUX;91740;CHALOU MOULINEUX;
91511;PUSSAY;91740;PUSSAY;
91613;CONGERVILLE THIONVILLE;91740;CONGERVILLE THIONVILLE;
91613;CONGERVILLE THIONVILLE;91740;CONGERVILLE THIONVILLE;CONGERVILLE
91132;CHAMARANDE;91730;CHAMARANDE;
91378;MAUCHAMPS;91730;MAUCHAMPS;
91619;TORFOU;91730;TORFOU;
91069;BOIGNEVILLE;91720;BOIGNEVILLE;
91121;BUNO BONNEVAUX;91720;BUNO BONNEVAUX;
91184;COURDIMANCHE SUR ESSONNE;91720;COURDIMANCHE SUR ESSONNE;
91273;GIRONVILLE SUR ESSONNE;91720;GIRONVILLE SUR ESSONNE;
91359;MAISSE;91720;MAISSE;
91507;PRUNAY SUR ESSONNE;91720;PRUNAY SUR ESSONNE;
91629;VALPUISEAUX;91720;VALPUISEAUX;
91649;VERT LE PETIT;91710;VERT LE PETIT;
91235;FLEURY MEROGIS;91700;FLEURY MEROGIS;
91549;STE GENEVIEVE DES BOIS;91700;STE GENEVIEVE DES BOIS;
91685;VILLIERS SUR ORGE;91700;VILLIERS SUR ORGE;
91022;ARRANCOURT;91690;ARRANCOURT;
91079;BOISSY LA RIVIERE;91690;BOISSY LA RIVIERE;
91240;FONTAINE LA RIVIERE;91690;FONTAINE LA RIVIERE;
91294;GUILLERVAL;91690;GUILLERVAL;
91533;SACLAS;91690;SACLAS;
91544;ST CYR LA RIVIERE;91690;ST CYR LA RIVIERE;
91115;BRUYERES LE CHATEL;91680;BRUYERES LE CHATEL;
91186;COURSON MONTELOUP;91680;COURSON MONTELOUP;
91016;ANGERVILLE;91670;ANGERVILLE;DOMMERVILLE
91016;ANGERVILLE;91670;ANGERVILLE;
91222;ESTOUCHES;91660;ESTOUCHES;
91390;MEREVILLE;91660;MEREVILLE;
91105;BREUILLET;91650;BREUILLET;
91106;BREUX JOUY;91650;BREUX JOUY;
91581;ST YON;91650;ST YON;
91111;BRIIS SOUS FORGES;91640;BRIIS SOUS FORGES;
91243;FONTENAY LES BRIIS;91640;FONTENAY LES BRIIS;
91319;JANVRY;91640;JANVRY;
91634;VAUGRIGNEUSE;91640;VAUGRIGNEUSE;
91041;AVRAINVILLE;91630;AVRAINVILLE;
91156;CHEPTAINVILLE;91630;CHEPTAINVILLE;
91292;GUIBEVILLE;91630;GUIBEVILLE;
91332;LEUDEVILLE;91630;LEUDEVILLE;
91376;MAROLLES EN HUREPOIX;91630;MAROLLES EN HUREPOIX;
91458;NOZAY;91620;NOZAY;
91665;LA VILLE DU BOIS;91620;LA VILLE DU BOIS;
91045;BALLANCOURT SUR ESSONNE;91610;BALLANCOURT SUR ESSONNE;
91589;SAVIGNY SUR ORGE;91600;SAVIGNY SUR ORGE;
91047;BAULNE;91590;BAULNE;
91080;BOISSY LE CUTTE;91590;BOISSY LE CUTTE;
91129;CERNY;91590;CERNY;
91198;D HUISON LONGUEVILLE;91590;D HUISON LONGUEVILLE;
91232;LA FERTE ALAIS;91590;LA FERTE ALAIS;
91293;GUIGNEVILLE SUR ESSONNE;91590;GUIGNEVILLE SUR ESSONNE;
91412;MONDEVILLE;91590;MONDEVILLE;
91473;ORVEAU;91590;ORVEAU;
91038;AUVERS ST GEORGES;91580;AUVERS ST GEORGES;
91148;CHAUFFOUR LES ETRECHY;91580;CHAUFFOUR LES ETRECHY;
91226;ETRECHY;91580;ETRECHY;
91602;SOUZY LA BRICHE;91580;SOUZY LA BRICHE;
91662;VILLECONIN;91580;VILLECONIN;
91671;VILLENEUVE SUR AUVERS;91580;VILLENEUVE SUR AUVERS;
91064;BIEVRES;91570;BIEVRES;
91191;CROSNE;91560;CROSNE;
91479;PARAY VIEILLE POSTE;91550;PARAY VIEILLE POSTE;
91204;ECHARCON;91540;ECHARCON;
91244;FONTENAY LE VICOMTE;91540;FONTENAY LE VICOMTE;
91386;MENNECY;91540;MENNECY;
91468;ORMOY;91540;ORMOY;
91540;ST CHERON;91530;ST CHERON;
91568;ST MAURICE MONTCOURONNE;91530;ST MAURICE MONTCOURONNE;
91593;SERMAISE;91530;SERMAISE;
91630;LE VAL ST GERMAIN;91530;LE VAL ST GERMAIN;
91207;EGLY;91520;EGLY;
91318;JANVILLE SUR JUINE;91510;JANVILLE SUR JUINE;
91330;LARDY;91510;LARDY;
91180;COURANCES;91490;COURANCES;
91195;DANNEMOIS;91490;DANNEMOIS;
91405;MILLY LA FORET;91490;MILLY LA FORET;
91408;MOIGNY SUR ECOLE;91490;MOIGNY SUR ECOLE;
91463;ONCY SUR ECOLE;91490;ONCY SUR ECOLE;
91514;QUINCY SOUS SENART;91480;QUINCY SOUS SENART;
91631;VARENNES JARCY;91480;VARENNES JARCY;
91017;ANGERVILLIERS;91470;ANGERVILLIERS;
91093;BOULLAY LES TROUX;91470;BOULLAY LES TROUX;
91249;FORGES LES BAINS;91470;FORGES LES BAINS;
91338;LIMOURS;91470;LIMOURS;
91411;LES MOLIERES;91470;LES MOLIERES;
91482;PECQUEUSE;91470;PECQUEUSE;
91363;MARCOUSSIS;91460;MARCOUSSIS;
91225;ETIOLLES;91450;ETIOLLES;
91600;SOISY SUR SEINE;91450;SOISY SUR SEINE;
91122;BURES SUR YVETTE;91440;BURES SUR YVETTE;
91122;BURES SUR YVETTE;91440;BURES SUR YVETTE;MONTJAY
91312;IGNY;91430;IGNY;
91312;IGNY;91430;IGNY;GOMMONVILLIERS
91635;VAUHALLAN;91430;VAUHALLAN;
91432;MORANGIS;91420;MORANGIS;
91035;AUTHON LA PLAINE;91410;AUTHON LA PLAINE;
91145;CHATIGNONVILLE;91410;CHATIGNONVILLE;
91175;CORBREUSE;91410;CORBREUSE;
91200;DOURDAN;91410;DOURDAN;
91247;LA FORET LE ROI;91410;LA FORET LE ROI;
91284;LES GRANGES LE ROI;91410;LES GRANGES LE ROI;
91495;PLESSIS ST BENOIST;91410;PLESSIS ST BENOIST;
91519;RICHARVILLE;91410;RICHARVILLE;
91525;ROINVILLE;91410;ROINVILLE;
91546;ST CYR SOUS DOURDAN;91410;ST CYR SOUS DOURDAN;
91547;ST ESCOBILLE;91410;ST ESCOBILLE;
91274;GOMETZ LA VILLE;91400;GOMETZ LA VILLE;
91471;ORSAY;91400;ORSAY;
91471;ORSAY;91400;ORSAY;ORSIGNY
91534;SACLAY;91400;SACLAY;LE VAL D ALBIAN
91534;SACLAY;91400;SACLAY;
91434;MORSANG SUR ORGE;91390;MORSANG SUR ORGE;
91161;CHILLY MAZARIN;91380;CHILLY MAZARIN;
91645;VERRIERES LE BUISSON;91370;VERRIERES LE BUISSON;
91216;EPINAY SUR ORGE;91360;EPINAY SUR ORGE;
91667;VILLEMOISSON SUR ORGE;91360;VILLEMOISSON SUR ORGE;
91286;GRIGNY;91350;GRIGNY;
91461;OLLAINVILLE;91340;OLLAINVILLE;
91691;YERRES;91330;YERRES;
91689;WISSOUS;91320;WISSOUS;
91333;LEUVILLE SUR ORGE;91310;LEUVILLE SUR ORGE;
91339;LINAS;91310;LINAS;
91347;LONGPONT SUR ORGE;91310;LONGPONT SUR ORGE;
91425;MONTLHERY;91310;MONTLHERY;
91377;MASSY;91300;MASSY;
91021;ARPAJON;91290;ARPAJON;
91457;LA NORVILLE;91290;LA NORVILLE;
91573;ST PIERRE DU PERRAY;91280;ST PIERRE DU PERRAY;
91657;VIGNEUX SUR SEINE;91270;VIGNEUX SUR SEINE;
91326;JUVISY SUR ORGE;91260;JUVISY SUR ORGE;
91435;MORSANG SUR SEINE;91250;MORSANG SUR SEINE;
91553;ST GERMAIN LES CORBEIL;91250;ST GERMAIN LES CORBEIL;
91577;SAINTRY SUR SEINE;91250;SAINTRY SUR SEINE;
91617;TIGERY;91250;TIGERY;
91570;ST MICHEL SUR ORGE;91240;ST MICHEL SUR ORGE;
91421;MONTGERON;91230;MONTGERON;
91103;BRETIGNY SUR ORGE;91220;BRETIGNY SUR ORGE;
91494;LE PLESSIS PATE;91220;LE PLESSIS PATE;
91201;DRAVEIL;91210;DRAVEIL;MAINVILLE
91201;DRAVEIL;91210;DRAVEIL;
91027;ATHIS MONS;91200;ATHIS MONS;
91272;GIF SUR YVETTE;91190;GIF SUR YVETTE;
91538;ST AUBIN;91190;ST AUBIN;
91538;ST AUBIN;91190;ST AUBIN;VILLERAS
91679;VILLIERS LE BACLE;91190;VILLIERS LE BACLE;
91552;ST GERMAIN LES ARPAJON;91180;ST GERMAIN LES ARPAJON;
91687;VIRY CHATILLON;91170;VIRY CHATILLON;
91044;BALLAINVILLIERS;91160;BALLAINVILLIERS;
91136;CHAMPLAN;91160;CHAMPLAN;
91345;LONGJUMEAU;91160;LONGJUMEAU;BALIZY
91345;LONGJUMEAU;91160;LONGJUMEAU;
91587;SAULX LES CHARTREUX;91160;SAULX LES CHARTREUX;
91001;ABBEVILLE LA RIVIERE;91150;ABBEVILLE LA RIVIERE;
91067;BLANDY;91150;BLANDY;
91075;BOIS HERPIN;91150;BOIS HERPIN;
91098;BOUTERVILLIERS;91150;BOUTERVILLIERS;
91109;BRIERES LES SCELLES;91150;BRIERES LES SCELLES;
91112;BROUY;91150;BROUY;
91137;CHAMPMOTTEUX;91150;CHAMPMOTTEUX;
91223;ETAMPES;91150;ETAMPES;
91248;LA FORET STE CROIX;91150;LA FORET STE CROIX;
91374;MAROLLES EN BEAUCE;91150;MAROLLES EN BEAUCE;
91399;MESPUITS;91150;MESPUITS;
91433;MORIGNY CHAMPIGNY;91150;MORIGNY CHAMPIGNY;
91469;ORMOY LA RIVIERE;91150;ORMOY LA RIVIERE;
91508;PUISELET LE MARAIS;91150;PUISELET LE MARAIS;
91526;ROINVILLIERS;91150;ROINVILLIERS;
91661;VILLEBON SUR YVETTE;91140;VILLEBON SUR YVETTE;
91666;VILLEJUST;91140;VILLEJUST;
91521;RIS ORANGIS;91130;RIS ORANGIS;
91477;PALAISEAU;91120;PALAISEAU;
91174;CORBEIL ESSONNES;91100;CORBEIL ESSONNES;
91659;VILLABE;91100;VILLABE;
91340;LISSES;91090;LISSES;
91182;COURCOURONNES;91080;COURCOURONNES;
91086;BONDOUFLE;91070;BONDOUFLE;
91228;EVRY;91000;EVRY;
90039;ESSERT;90850;ESSERT;
90004;ARGIESANS;90800;ARGIESANS;
90007;BANVILLARS;90800;BANVILLARS;
90008;BAVILLIERS;90800;BAVILLIERS;
90020;BUC;90800;BUC;
90098;URCEREY;90800;URCEREY;
90022;CHATENOIS LES FORGES;90700;CHATENOIS LES FORGES;
90053;GRANDVILLARS;90600;GRANDVILLARS;
90009;BEAUCOURT;90500;BEAUCOURT;
